,,0
4433,bids_change,"[['0.04206', '0', '4699']]"
4433,timestamp,11:03:15.086000
4434,time_received,11:03:15.1256
4434,bids_change,"[['0.04227', '0', '4700']]"
4434,timestamp,11:03:15.088000
4435,time_received,11:03:15.1385
4435,bids_change,"[['0.04184', '0', '4701']]"
4435,timestamp,11:03:15.100000
4436,time_received,11:03:15.1550
4436,bids_change,"[['0.04249', '0', '4702']]"
4436,timestamp,11:03:15.117000
4437,time_received,11:03:15.1664
4437,bids_change,"[['0.49904', '0', '4703']]"
4437,timestamp,11:03:15.128000
4438,time_received,11:03:15.2016
4438,bids_change,"[['0.21294', '46.9', '4704']]"
4438,timestamp,11:03:15.163000
4439,time_received,11:03:15.2034
4439,bids_change,"[['0.50269', '10', '4705']]"
4439,timestamp,11:03:15.165000
4440,time_received,11:03:15.2708
4440,bids_change,"[['0.45816', '349.2', '4706']]"
4440,timestamp,11:03:15.233000
4441,time_received,11:03:15.2895
4441,bids_change,"[['0.444', '56.3', '4707']]"
4441,timestamp,11:03:15.251000
4442,time_received,11:03:15.3731
4442,bids_change,"[['0.21294', '93.8', '4708']]"
4442,timestamp,11:03:15.335000
4443,time_received,11:03:15.5421
4443,asks_change,"[['0.975', '0', '4709']]"
4443,timestamp,11:03:15.504000
4444,time_received,11:03:15.5663
4444,bids_change,"[['0', '0', '4710']]"
4444,timestamp,11:03:15.528000
4445,time_received,11:03:15.6120
4445,bids_change,"[['0.3', '176.7', '4711']]"
4445,timestamp,11:03:15.574000
4446,time_received,11:03:15.6389
4446,bids_change,"[['0.43608', '366.9', '4712']]"
4446,timestamp,11:03:15.600000
4447,time_received,11:03:15.6974
4447,bids_change,"[['0.50269', '0', '4713']]"
4447,timestamp,11:03:15.659000
4448,time_received,11:03:15.7246
4448,bids_change,"[['0.21798', '2752.5', '4714']]"
4448,timestamp,11:03:15.687000
4449,time_received,11:03:15.7249
4449,bids_change,"[['0', '0', '4715']]"
4449,timestamp,11:03:15.687000
4450,time_received,11:03:15.7268
4450,bids_change,"[['0.50513', '10', '4716']]"
4450,timestamp,11:03:15.689000
4451,time_received,11:03:15.7564
4451,asks_change,"[['0.59997', '72.9', '4717']]"
4451,timestamp,11:03:15.718000
4452,time_received,11:03:15.8256
4452,bids_change,"[['0.42', '47.6', '4718']]"
4452,timestamp,11:03:15.787000
4453,time_received,11:03:15.9409
4453,bids_change,"[['0', '0', '4719']]"
4453,timestamp,11:03:15.903000
4454,time_received,11:03:16.0035
4454,bids_change,"[['0.414', '386.4', '4720']]"
4454,timestamp,11:03:15.965000
4455,time_received,11:03:16.0350
4455,bids_change,"[['0', '0', '4721']]"
4455,timestamp,11:03:15.997000
4456,time_received,11:03:16.0840
4456,asks_change,"[['0.59997', '62.9', '4722']]"
4456,timestamp,11:03:16.046000
4457,time_received,11:03:16.1318
4457,bids_change,"[['0.51001', '136', '4723']]"
4457,timestamp,11:03:16.094000
4458,time_received,11:03:16.1577
4458,bids_change,"[['0.05', '32570', '4724']]"
4458,timestamp,11:03:16.119000
4459,time_received,11:03:16.2372
4459,bids_change,"[['0.23009', '2607.6', '4725']]"
4459,timestamp,11:03:16.199000
4460,time_received,11:03:16.2434
4460,bids_change,"[['0.12', '4916.5', '4726']]"
4460,timestamp,11:03:16.205000
4461,time_received,11:03:16.2557
4461,bids_change,"[['0.50513', '0', '4727']]"
4461,timestamp,11:03:16.218000
4462,time_received,11:03:16.2747
4462,asks_change,"[['0', '0', '4730'], ['0.59997', '0', '4728'], ['0.6', '0', '4729'], ['0.60814', '0', '4731'], ['0.61992', '0', '4732'], ['0.63151', '450.9', '4733']]"
4462,timestamp,11:03:16.236000
4463,time_received,11:03:16.2866
4463,bids_change,"[['0.50675', '10', '4734']]"
4463,timestamp,11:03:16.248000
4464,time_received,11:03:16.3133
4464,asks_change,"[['0.585', '51.2', '4735']]"
4464,timestamp,11:03:16.275000
4465,time_received,11:03:16.3405
4465,bids_change,"[['0.4', '4968.8', '4736']]"
4465,timestamp,11:03:16.302000
4466,time_received,11:03:16.3731
4466,bids_change,"[['0.5', '1421.2', '4737']]"
4466,timestamp,11:03:16.335000
4467,time_received,11:03:16.3906
4467,bids_change,"[['0', '0', '4738']]"
4467,timestamp,11:03:16.353000
4468,time_received,11:03:16.3970
4468,bids_change,"[['0.45', '3136.7', '4739']]"
4468,timestamp,11:03:16.359000
4469,time_received,11:03:16.4241
4469,bids_change,"[['0.3864', '414', '4740']]"
4469,timestamp,11:03:16.386000
4470,time_received,11:03:16.5486
4470,bids_change,"[['0.50922', '127.6', '4741']]"
4470,timestamp,11:03:16.511000
4471,time_received,11:03:16.6371
4471,bids_change,"[['0.08', '1150', '4742']]"
4471,timestamp,11:03:16.599000
4472,time_received,11:03:16.6538
4472,asks_change,"[['0.585', '0', '4743'], ['0.63151', '0', '4744'], ['0.64', '0', '4745']]"
4472,timestamp,11:03:16.616000
4473,time_received,11:03:16.6730
4473,bids_change,"[['0.21294', '46.9', '4746']]"
4473,timestamp,11:03:16.635000
4474,time_received,11:03:16.6765
4474,bids_change,"[['0.21294', '0', '4747']]"
4474,timestamp,11:03:16.638000
4475,time_received,11:03:16.7271
4475,asks_change,"[['0.7749', '220.7', '4748']]"
4475,timestamp,11:03:16.689000
4476,time_received,11:03:16.7951
4476,bids_change,"[['0.50675', '0', '4749']]"
4476,timestamp,11:03:16.757000
4477,time_received,11:03:16.8120
4477,bids_change,"[['0.2422', '1651.4', '4750']]"
4477,timestamp,11:03:16.774000
4478,time_received,11:03:16.8232
4478,bids_change,"[['0.50784', '10', '4751']]"
4478,timestamp,11:03:16.785000
4479,time_received,11:03:16.8315
4479,asks_change,"[['1.2', '6293.9', '4752']]"
4479,timestamp,11:03:16.793000
4480,time_received,11:03:16.8378
4480,bids_change,"[['0.221', '0', '4753']]"
4480,timestamp,11:03:16.800000
4481,time_received,11:03:16.9226
4481,bids_change,"[['0.36156', '442.5', '4754']]"
4481,timestamp,11:03:16.883000
4482,time_received,11:03:16.9305
4482,bids_change,"[['0.17', '411.7', '4755']]"
4482,timestamp,11:03:16.892000
4483,time_received,11:03:16.9590
4483,asks_change,"[['1.185', '0', '4756']]"
4483,timestamp,11:03:16.921000
4484,time_received,11:03:17.0064
4484,bids_change,"[['0.15', '0', '4757']]"
4484,timestamp,11:03:16.968000
4485,time_received,11:03:17.0178
4485,bids_change,"[['0.13', '576.9', '4758']]"
4485,timestamp,11:03:16.980000
4486,time_received,11:03:17.0341
4486,asks_change,"[['1.4', '0', '4759']]"
4486,timestamp,11:03:16.996000
4487,time_received,11:03:17.0344
4487,asks_change,"[['1.15', '0', '4760']]"
4487,timestamp,11:03:16.996000
4488,time_received,11:03:17.0344
4488,asks_change,"[['0.9899', '37', '4761']]"
4488,timestamp,11:03:16.996000
4489,time_received,11:03:17.0345
4489,asks_change,"[['0.98999', '0', '4762']]"
4489,timestamp,11:03:16.996000
4490,time_received,11:03:17.0360
4490,bids_change,"[['0.14', '357.1', '4763']]"
4490,timestamp,11:03:16.998000
4491,time_received,11:03:17.0741
4491,bids_change,"[['0.51001', '0', '4764']]"
4491,timestamp,11:03:17.036000
4492,time_received,11:03:17.1026
4492,bids_change,"[['0.13', '384.6', '4765']]"
4492,timestamp,11:03:17.064000
4493,time_received,11:03:17.1085
4493,bids_change,"[['0.13', '192.3', '4766']]"
4493,timestamp,11:03:17.071000
4494,time_received,11:03:17.1098
4494,bids_change,"[['0.14', '499.9', '4767']]"
4494,timestamp,11:03:17.072000
4495,time_received,11:03:17.1124
4495,bids_change,"[['0.13', '0', '4768']]"
4495,timestamp,11:03:17.075000
4496,time_received,11:03:17.2663
4496,bids_change,"[['0.12', '5083.1', '4769']]"
4496,timestamp,11:03:17.228000
4497,time_received,11:03:17.3315
4497,bids_change,"[['0.50784', '0', '4770']]"
4497,timestamp,11:03:17.293000
4498,time_received,11:03:17.3611
4498,bids_change,"[['0.51001', '10', '4771']]"
4498,timestamp,11:03:17.322000
4499,time_received,11:03:17.3834
4499,bids_change,"[['0.11', '2139.9', '4772']]"
4499,timestamp,11:03:17.345000
4500,time_received,11:03:17.3892
4500,bids_change,"[['0.51004', '89.6', '4773']]"
4500,timestamp,11:03:17.351000
4501,time_received,11:03:17.6250
4501,asks_change,"[['0.77', '249.6', '4774']]"
4501,timestamp,11:03:17.586000
4502,time_received,11:03:17.6359
4502,bids_change,"[['0.20111', '49.7', '4775']]"
4502,timestamp,11:03:17.598000
4503,time_received,11:03:17.6619
4503,bids_change,"[['0.455', '0', '4776']]"
4503,timestamp,11:03:17.623000
4504,time_received,11:03:17.7032
4504,asks_change,"[['0.65', '633.2', '4777']]"
4504,timestamp,11:03:17.665000
4505,time_received,11:03:17.7498
4505,bids_change,"[['0.51004', '0', '4778']]"
4505,timestamp,11:03:17.711000
4506,time_received,11:03:17.7978
4506,bids_change,"[['0.51458', '97.1', '4779']]"
4506,timestamp,11:03:17.760000
4507,time_received,11:03:17.8012
4507,bids_change,"[['0.4199', '333.3', '4780']]"
4507,timestamp,11:03:17.763000
4508,time_received,11:03:17.8050
4508,bids_change,"[['0.4171', '0', '4781']]"
4508,timestamp,11:03:17.767000
4509,time_received,11:03:17.8194
4509,bids_change,"[['0.20111', '99.4', '4782']]"
4509,timestamp,11:03:17.781000
4510,time_received,11:03:17.8406
4510,bids_change,"[['0.51001', '0', '4783']]"
4510,timestamp,11:03:17.803000
4511,time_received,11:03:17.8706
4511,bids_change,"[['0.50904', '10', '4784']]"
4511,timestamp,11:03:17.833000
4512,time_received,11:03:17.8708
4512,bids_change,"[['0', '0', '4785']]"
4512,timestamp,11:03:17.833000
4513,time_received,11:03:17.9801
4513,bids_change,"[['0.20111', '149.1', '4786']]"
4513,timestamp,11:03:17.942000
4514,time_received,11:03:17.9948
4514,bids_change,"[['0', '0', '4787']]"
4514,timestamp,11:03:17.957000
4515,time_received,11:03:18.0312
4515,bids_change,"[['0.5117', '97.7', '4788']]"
4515,timestamp,11:03:17.993000
4516,time_received,11:03:18.0453
4516,bids_change,"[['0.51003', '89.6', '4789']]"
4516,timestamp,11:03:18.007000
4517,time_received,11:03:18.0574
4517,asks_change,"[['0.65', '616.3', '4790']]"
4517,timestamp,11:03:18.019000
4518,time_received,11:03:18.0788
4518,bids_change,"[['0.236', '169.4', '4791']]"
4518,timestamp,11:03:18.040000
4519,time_received,11:03:18.1004
4519,bids_change,"[['0.4199', '309.5', '4792']]"
4519,timestamp,11:03:18.062000
4520,time_received,11:03:18.1005
4520,bids_change,"[['0.4199', '261.9', '4794']]"
4520,timestamp,11:03:18.062000
4521,time_received,11:03:18.1005
4521,bids_change,"[['0.4199', '238.1', '4795']]"
4521,timestamp,11:03:18.062000
4522,time_received,11:03:18.1576
4522,bids_change,"[['0.20111', '198.8', '4796']]"
4522,timestamp,11:03:18.119000
4523,time_received,11:03:18.1954
4523,asks_change,"[['0.79987', '0', '4797']]"
4523,timestamp,11:03:18.157000
4524,time_received,11:03:18.1988
4524,bids_change,"[['0.51', '738.2', '4798']]"
4524,timestamp,11:03:18.161000
4525,time_received,11:03:18.2429
4525,bids_change,"[['0.51458', '194.2', '4799']]"
4525,timestamp,11:03:18.205000
4526,time_received,11:03:18.3085
4526,asks_change,"[['0.69', '0', '4800']]"
4526,timestamp,11:03:18.270000
4527,time_received,11:03:18.3115
4527,bids_change,"[['0.54285', '27.1', '4801']]"
4527,timestamp,11:03:18.274000
4528,time_received,11:03:18.3166
4528,bids_change,"[['0.20111', '248.5', '4802']]"
4528,timestamp,11:03:18.279000
4529,time_received,11:03:18.3456
4529,bids_change,"[['0', '0', '4803']]"
4529,timestamp,11:03:18.307000
4530,time_received,11:03:18.3810
4530,bids_change,"[['0.50904', '0', '4804']]"
4530,timestamp,11:03:18.343000
4531,time_received,11:03:18.3880
4531,bids_change,"[['0.53136', '122.3', '4805']]"
4531,timestamp,11:03:18.350000
4532,time_received,11:03:18.3907
4532,bids_change,"[['0', '0', '4806']]"
4532,timestamp,11:03:18.353000
4533,time_received,11:03:18.4077
4533,bids_change,"[['0.51089', '10', '4807']]"
4533,timestamp,11:03:18.369000
4534,time_received,11:03:18.4846
4534,bids_change,"[['0.20111', '298.2', '4808']]"
4534,timestamp,11:03:18.447000
4535,time_received,11:03:18.5351
4535,bids_change,"[['0', '0', '4809']]"
4535,timestamp,11:03:18.497000
4536,time_received,11:03:18.6120
4536,bids_change,"[['0.50012', '72.9', '4810']]"
4536,timestamp,11:03:18.574000
4537,time_received,11:03:18.6535
4537,bids_change,"[['0.20111', '347.9', '4811']]"
4537,timestamp,11:03:18.615000
4538,time_received,11:03:18.8208
4538,bids_change,"[['0.20111', '397.6', '4812']]"
4538,timestamp,11:03:18.783000
4539,time_received,11:03:18.8741
4539,asks_change,"[['0.63', '260.5', '4813']]"
4539,timestamp,11:03:18.836000
4540,time_received,11:03:18.8802
4540,bids_change,"[['0.51003', '0', '4814']]"
4540,timestamp,11:03:18.842000
4541,time_received,11:03:18.9196
4541,bids_change,"[['0.51089', '0', '4815']]"
4541,timestamp,11:03:18.881000
4542,time_received,11:03:18.9461
4542,bids_change,"[['0.52154', '10', '4816']]"
4542,timestamp,11:03:18.908000
4543,time_received,11:03:18.9555
4543,bids_change,"[['0.3', '190.5', '4817']]"
4543,timestamp,11:03:18.914000
4544,time_received,11:03:19.1556
4544,bids_change,"[['0.53139', '86', '4818']]"
4544,timestamp,11:03:19.117000
4545,time_received,11:03:19.2239
4545,bids_change,"[['0.51007', '60.6', '4819']]"
4545,timestamp,11:03:19.186000
4546,time_received,11:03:19.2349
4546,asks_change,"[['1.036', '96.5', '4820']]"
4546,timestamp,11:03:19.197000
4547,time_received,11:03:19.4224
4547,asks_change,"[['1.036', '193', '4821']]"
4547,timestamp,11:03:19.384000
4548,time_received,11:03:19.4573
4548,asks_change,"[['0.64998', '260', '4822']]"
4548,timestamp,11:03:19.419000
4549,time_received,11:03:19.5670
4549,bids_change,"[['0.52154', '0', '4823']]"
4549,timestamp,11:03:19.529000
4550,time_received,11:03:19.6001
4550,bids_change,"[['0.52864', '10', '4824']]"
4550,timestamp,11:03:19.562000
4551,time_received,11:03:19.6430
4551,asks_change,"[['1.77', '625', '4825']]"
4551,timestamp,11:03:19.605000
4552,time_received,11:03:20.0196
4552,bids_change,"[['0.0425', '8607.3', '4826']]"
4552,timestamp,11:03:19.981000
4553,time_received,11:03:20.0874
4553,bids_change,"[['0.52864', '0', '4827']]"
4553,timestamp,11:03:20.049000
4554,time_received,11:03:20.1156
4554,bids_change,"[['0.53338', '10', '4828']]"
4554,timestamp,11:03:20.077000
4555,time_received,11:03:20.5654
4555,bids_change,"[['0.46', '43.4', '4829']]"
4555,timestamp,11:03:20.527000
4556,time_received,11:03:20.6854
4556,bids_change,"[['0.53338', '0', '4830']]"
4556,timestamp,11:03:20.647000
4557,time_received,11:03:20.7145
4557,bids_change,"[['0.53654', '10', '4831']]"
4557,timestamp,11:03:20.676000
4558,time_received,11:03:21.0906
4558,bids_change,"[['0', '0', '4837'], ['0.51458', '6.3', '4839'], ['0.53136', '0', '4836'], ['0.53139', '0', '4835'], ['0.53654', '0', '4834'], ['0.54285', '0', '4833']]"
4558,timestamp,11:03:21.052000
4559,time_received,11:03:21.1194
4559,bids_change,"[['0.50922', '0', '4840']]"
4559,timestamp,11:03:21.081000
4560,time_received,11:03:21.1252
4560,asks_change,"[['0.64999', '174', '4841']]"
4560,timestamp,11:03:21.087000
4561,time_received,11:03:21.1276
4561,asks_change,"[['0', '0', '4842']]"
4561,timestamp,11:03:21.090000
4562,time_received,11:03:21.1312
4562,asks_change,"[['0', '0', '4843']]"
4562,timestamp,11:03:21.094000
4563,time_received,11:03:21.1430
4563,bids_change,"[['0.3705', '269.9', '4844']]"
4563,timestamp,11:03:21.105000
4564,time_received,11:03:21.1992
4564,asks_change,"[['0.62999', '10', '4845']]"
4564,timestamp,11:03:21.161000
4565,time_received,11:03:21.2128
4565,asks_change,"[['0', '0', '4846']]"
4565,timestamp,11:03:21.174000
4566,time_received,11:03:21.4579
4566,asks_change,"[['0', '0', '4847']]"
4566,timestamp,11:03:21.420000
4567,time_received,11:03:21.5311
4567,bids_change,"[['0.3705', '0', '4848']]"
4567,timestamp,11:03:21.493000
4568,time_received,11:03:21.6065
4568,asks_change,"[['1.1868', '570.9', '4849']]"
4568,timestamp,11:03:21.568000
4569,time_received,11:03:21.7098
4569,asks_change,"[['0.65', '691.6', '4850']]"
4569,timestamp,11:03:21.672000
4570,time_received,11:03:22.0064
4570,asks_change,"[['0.62996', '86', '4851']]"
4570,timestamp,11:03:21.967000
4571,time_received,11:03:22.0712
4571,asks_change,"[['0.59778', '122.3', '4852']]"
4571,timestamp,11:03:22.033000
4572,time_received,11:03:22.1280
4572,bids_change,"[['0.04', '1381', '4853']]"
4572,timestamp,11:03:22.089000
4573,time_received,11:03:22.1569
4573,asks_change,"[['0', '0', '4854']]"
4573,timestamp,11:03:22.119000
4574,time_received,11:03:22.1686
4574,bids_change,"[['0.51', '300.1', '4859'], ['0.51007', '0', '4857'], ['0.5117', '0', '4856'], ['0.51458', '0', '4855']]"
4574,timestamp,11:03:22.130000
4575,time_received,11:03:22.2549
4575,asks_change,"[['0.62999', '0', '4860']]"
4575,timestamp,11:03:22.217000
4576,time_received,11:03:22.2875
4576,asks_change,"[['0.63094', '10', '4861']]"
4576,timestamp,11:03:22.249000
4577,time_received,11:03:22.2985
4577,asks_change,"[['0', '0', '4862']]"
4577,timestamp,11:03:22.260000
4578,time_received,11:03:22.3268
4578,asks_change,"[['0.65', '787.2', '4863']]"
4578,timestamp,11:03:22.289000
4579,time_received,11:03:22.3919
4579,bids_change,"[['0.3', '523.8', '4864']]"
4579,timestamp,11:03:22.354000
4580,time_received,11:03:22.4879
4580,bids_change,"[['0.52', '38.4', '4865']]"
4580,timestamp,11:03:22.450000
4581,time_received,11:03:22.7583
4581,asks_change,"[['0.62996', '0', '4866']]"
4581,timestamp,11:03:22.720000
4582,time_received,11:03:22.8902
4582,asks_change,"[['0.63094', '0', '4867']]"
4582,timestamp,11:03:22.852000
4583,time_received,11:03:22.9139
4583,asks_change,"[['0.61988', '10', '4868']]"
4583,timestamp,11:03:22.876000
4584,time_received,11:03:22.9511
4584,asks_change,"[['0.60814', '194.2', '4869']]"
4584,timestamp,11:03:22.913000
4585,time_received,11:03:23.0502
4585,bids_change,"[['0.5001', '299.9', '4870']]"
4585,timestamp,11:03:23.011000
4586,time_received,11:03:23.0731
4586,asks_change,"[['0.59775', '86', '4871']]"
4586,timestamp,11:03:23.035000
4587,time_received,11:03:23.1423
4587,asks_change,"[['0.7749', '0', '4872']]"
4587,timestamp,11:03:23.104000
4588,time_received,11:03:23.2236
4588,bids_change,"[['0.51', '321.3', '4873']]"
4588,timestamp,11:03:23.185000
4589,time_received,11:03:23.3047
4589,bids_change,"[['0.50012', '0', '4874']]"
4589,timestamp,11:03:23.266000
4590,time_received,11:03:23.3320
4590,asks_change,"[['0.5934', '97.7', '4875']]"
4590,timestamp,11:03:23.294000
4591,time_received,11:03:23.4365
4591,asks_change,"[['0.61988', '0', '4876']]"
4591,timestamp,11:03:23.398000
4592,time_received,11:03:23.4496
4592,asks_change,"[['0', '0', '4877']]"
4592,timestamp,11:03:23.411000
4593,time_received,11:03:23.4675
4593,asks_change,"[['0.61252', '10', '4878']]"
4593,timestamp,11:03:23.429000
4594,time_received,11:03:23.6096
4594,asks_change,"[['0', '0', '4879']]"
4594,timestamp,11:03:23.572000
4595,time_received,11:03:23.6339
4595,asks_change,"[['0.65', '170.9', '4880']]"
4595,timestamp,11:03:23.596000
4596,time_received,11:03:23.6997
4596,asks_change,"[['0.65', '2628.8', '4881']]"
4596,timestamp,11:03:23.660000
4597,time_received,11:03:23.9083
4597,bids_change,"[['0.52', '12.5', '4882']]"
4597,timestamp,11:03:23.870000
4598,time_received,11:03:24.0066
4598,asks_change,"[['0.61252', '0', '4883']]"
4598,timestamp,11:03:23.968000
4599,time_received,11:03:24.0451
4599,asks_change,"[['0.60614', '10', '4884']]"
4599,timestamp,11:03:24.007000
4600,time_received,11:03:24.0921
4600,asks_change,"[['0.59775', '0', '4885']]"
4600,timestamp,11:03:24.054000
4601,time_received,11:03:24.1148
4601,bids_change,"[['0.51', '307.9', '4887'], ['0.52', '0', '4886']]"
4601,timestamp,11:03:24.076000
4602,time_received,11:03:24.3438
4602,bids_change,"[['0.51', '282', '4888']]"
4602,timestamp,11:03:24.305000
4603,time_received,11:03:24.3865
4603,asks_change,"[['0.59337', '86', '4889']]"
4603,timestamp,11:03:24.348000
4604,time_received,11:03:24.5032
4604,asks_change,"[['0.59778', '0', '4890']]"
4604,timestamp,11:03:24.465000
4605,time_received,11:03:24.5084
4605,bids_change,"[['0.51', '256.1', '4891']]"
4605,timestamp,11:03:24.470000
4606,time_received,11:03:24.6883
4606,bids_change,"[['0.51', '230.2', '4892']]"
4606,timestamp,11:03:24.650000
4607,time_received,11:03:24.7265
4607,bids_change,"[['0.50694', '0', '4893']]"
4607,timestamp,11:03:24.688000
4608,time_received,11:03:24.7284
4608,asks_change,"[['0.60614', '0', '4894']]"
4608,timestamp,11:03:24.691000
4609,time_received,11:03:24.7535
4609,asks_change,"[['0.6019', '10', '4895']]"
4609,timestamp,11:03:24.715000
4610,time_received,11:03:24.8698
4610,asks_change,"[['0.57564', '122.3', '4896']]"
4610,timestamp,11:03:24.831000
4611,time_received,11:03:24.9599
4611,asks_change,"[['0', '0', '4897']]"
4611,timestamp,11:03:24.921000
4612,time_received,11:03:25.1096
4612,asks_change,"[['0', '0', '4898']]"
4612,timestamp,11:03:25.071000
4613,time_received,11:03:25.1349
4613,asks_change,"[['0.58', '38.4', '4899']]"
4613,timestamp,11:03:25.096000
4614,time_received,11:03:25.2087
4614,bids_change,"[['0.51', '204.3', '4900']]"
4614,timestamp,11:03:25.171000
4615,time_received,11:03:25.2752
4615,asks_change,"[['0.6019', '0', '4901']]"
4615,timestamp,11:03:25.237000
4616,time_received,11:03:25.3026
4616,asks_change,"[['0.59905', '10', '4902']]"
4616,timestamp,11:03:25.263000
4617,time_received,11:03:25.3285
4617,bids_change,"[['0.5', '902.4', '4903']]"
4617,timestamp,11:03:25.291000
4618,time_received,11:03:25.4211
4618,asks_change,"[['0', '0', '4905'], ['0.57564', '112', '4906']]"
4618,timestamp,11:03:25.382000
4619,time_received,11:03:25.4237
4619,bids_change,"[['0.51', '178.4', '4907']]"
4619,timestamp,11:03:25.386000
4620,time_received,11:03:25.5342
4620,asks_change,"[['0.59337', '0', '4908']]"
4620,timestamp,11:03:25.496000
4621,time_received,11:03:25.6252
4621,bids_change,"[['0.51', '152.5', '4909']]"
4621,timestamp,11:03:25.587000
4622,time_received,11:03:25.6307
4622,bids_change,"[['0.444', '0', '4910']]"
4622,timestamp,11:03:25.593000
4623,time_received,11:03:25.7895
4623,bids_change,"[['0.51', '125.8', '4911']]"
4623,timestamp,11:03:25.751000
4624,time_received,11:03:25.8386
4624,asks_change,"[['0.57561', '86', '4912']]"
4624,timestamp,11:03:25.800000
4625,time_received,11:03:25.8603
4625,bids_change,"[['0.51867', '96.4', '4913']]"
4625,timestamp,11:03:25.822000
4626,time_received,11:03:25.9140
4626,asks_change,"[['0.59905', '0', '4914']]"
4626,timestamp,11:03:25.876000
4627,time_received,11:03:25.9358
4627,asks_change,"[['0.59125', '10', '4915']]"
4627,timestamp,11:03:25.898000
4628,time_received,11:03:25.9659
4628,bids_change,"[['0.51867', '69.7', '4916']]"
4628,timestamp,11:03:25.928000
4629,time_received,11:03:26.0433
4629,asks_change,"[['0.60814', '0', '4917']]"
4629,timestamp,11:03:26.005000
4630,time_received,11:03:26.2765
4630,bids_change,"[['0.518', '19.3', '4918']]"
4630,timestamp,11:03:26.238000
4631,time_received,11:03:26.2803
4631,bids_change,"[['0.51867', '42.2', '4919']]"
4631,timestamp,11:03:26.242000
4632,time_received,11:03:26.3000
4632,asks_change,"[['0.5934', '0', '4920']]"
4632,timestamp,11:03:26.262000
4633,time_received,11:03:26.3431
4633,bids_change,"[['0.51', '100.3', '4923'], ['0.518', '0', '4922'], ['0.51867', '0', '4921']]"
4633,timestamp,11:03:26.305000
4634,time_received,11:03:26.4275
4634,asks_change,"[['0.59125', '0', '4924']]"
4634,timestamp,11:03:26.389000
4635,time_received,11:03:26.4494
4635,bids_change,"[['0.45', '1759.3', '4925']]"
4635,timestamp,11:03:26.411000
4636,time_received,11:03:26.4495
4636,asks_change,"[['0.58604', '10', '4926']]"
4636,timestamp,11:03:26.411000
4637,time_received,11:03:26.4670
4637,bids_change,"[['0.518', '19.3', '4927']]"
4637,timestamp,11:03:26.429000
4638,time_received,11:03:26.4698
4638,bids_change,"[['0.50065', '19.9', '4928']]"
4638,timestamp,11:03:26.432000
4639,time_received,11:03:26.5049
4639,asks_change,"[['0.57561', '0', '4929'], ['0.57564', '98', '4930']]"
4639,timestamp,11:03:26.467000
4640,time_received,11:03:26.5515
4640,bids_change,"[['0', '0', '4931']]"
4640,timestamp,11:03:26.513000
4641,time_received,11:03:26.5862
4641,asks_change,"[['0.559', '97.7', '4932']]"
4641,timestamp,11:03:26.548000
4642,time_received,11:03:26.6023
4642,bids_change,"[['0.1', '11580', '4933']]"
4642,timestamp,11:03:26.562000
4643,time_received,11:03:26.6632
4643,asks_change,"[['0', '0', '4934']]"
4643,timestamp,11:03:26.625000
4644,time_received,11:03:26.7623
4644,bids_change,"[['0.1833', '0', '4935']]"
4644,timestamp,11:03:26.724000
4645,time_received,11:03:26.8088
4645,asks_change,"[['0', '0', '4936']]"
4645,timestamp,11:03:26.771000
4646,time_received,11:03:26.8363
4646,bids_change,"[['0.52', '111.9', '4937']]"
4646,timestamp,11:03:26.798000
4647,time_received,11:03:26.8553
4647,bids_change,"[['0.42', '0', '4938']]"
4647,timestamp,11:03:26.817000
4648,time_received,11:03:26.8555
4648,bids_change,"[['0.17', '294.1', '4939']]"
4648,timestamp,11:03:26.818000
4649,time_received,11:03:26.8567
4649,bids_change,"[['0.12', '4916.5', '4940']]"
4649,timestamp,11:03:26.819000
4650,time_received,11:03:26.8605
4650,bids_change,"[['0.46', '0', '4941']]"
4650,timestamp,11:03:26.822000
4651,time_received,11:03:26.8616
4651,bids_change,"[['0.14', '357.1', '4942']]"
4651,timestamp,11:03:26.824000
4652,time_received,11:03:26.8666
4652,bids_change,"[['0', '0', '4943']]"
4652,timestamp,11:03:26.829000
4653,time_received,11:03:26.8726
4653,bids_change,"[['0.11', '1958.1', '4944']]"
4653,timestamp,11:03:26.835000
4654,time_received,11:03:26.8759
4654,asks_change,"[['0.58', '0', '4945']]"
4654,timestamp,11:03:26.838000
4655,time_received,11:03:26.8795
4655,asks_change,"[['0.58475', '194.2', '4946']]"
4655,timestamp,11:03:26.842000
4656,time_received,11:03:26.9292
4656,asks_change,"[['0.57564', '0', '4947']]"
4656,timestamp,11:03:26.891000
4657,time_received,11:03:26.9589
4657,asks_change,"[['0.58604', '0', '4948']]"
4657,timestamp,11:03:26.921000
4658,time_received,11:03:26.9911
4658,asks_change,"[['0.58256', '10', '4949']]"
4658,timestamp,11:03:26.953000
4659,time_received,11:03:27.0061
4659,bids_change,"[['0.50065', '39.8', '4950']]"
4659,timestamp,11:03:26.968000
4660,time_received,11:03:27.0284
4660,bids_change,"[['0.52', '83.5', '4951']]"
4660,timestamp,11:03:26.990000
4661,time_received,11:03:27.1795
4661,asks_change,"[['0.56', '38.4', '4952']]"
4661,timestamp,11:03:27.141000
4662,time_received,11:03:27.1881
4662,bids_change,"[['0.50065', '59.7', '4953']]"
4662,timestamp,11:03:27.150000
4663,time_received,11:03:27.2382
4663,bids_change,"[['0.52', '55.1', '4954']]"
4663,timestamp,11:03:27.200000
